"2022-08-29 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-28 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-27 00:00:00",1,280.00,302.72,0.00,0.00,0.00,22.72,280.00
"2022-08-26 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-25 00:00:00",1,275.99,299.26,0.00,0.00,0.00,23.27,275.99
"2022-08-24 00:00:00",1,685.98,685.98,0.00,0.00,0.00,0.00,685.98
"2022-08-23 00:00:00",1,675.99,675.99,0.00,0.00,0.00,0.00,675.99
"2022-08-22 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-21 00:00:00",1,275.99,298.99,0.00,0.00,0.00,23.00,275.99
"2022-08-20 00:00:00",1,325.00,344.38,0.00,0.00,0.00,19.38,325.00
"2022-08-19 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-18 00:00:00",2,1222.98,1239.41,0.00,0.00,0.00,16.43,1222.98
"2022-08-17 00:00:00",2,646.98,686.85,0.00,0.00,0.00,39.87,646.98
"2022-08-16 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-15 00:00:00",2,707.98,752.18,0.00,0.00,0.00,44.20,707.98
"2022-08-14 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-13 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-12 00:00:00",2,880.99,902.26,0.00,0.00,0.00,21.27,880.99
"2022-08-11 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-10 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-09 00:00:00",1,1481.97,1481.97,0.00,0.00,0.00,0.00,1481.97
"2022-08-08 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-07 00:00:00",1,280.00,298.93,0.00,0.00,0.00,18.93,280.00
"2022-08-06 00:00:00",1,544.99,577.18,0.00,0.00,0.00,32.19,544.99
"2022-08-05 00:00:00",1,1070.99,1070.99,0.00,0.00,0.00,0.00,1070.99
"2022-08-04 00:00:00",2,575.00,638.12,0.00,0.00,0.00,63.12,575.00
"2022-08-03 00:00:00",2,808.98,877.45,0.00,0.00,0.00,68.47,808.98
"2022-08-02 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-08-01 00:00:00",1,280.00,298.93,0.00,0.00,0.00,18.93,280.00
"2022-07-31 00:00:00",2,575.98,631.57,0.00,0.00,0.00,55.59,575.98
"2022-07-30 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-29 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-28 00:00:00",1,728.98,761.05,0.00,0.00,0.00,32.07,728.98
"2022-07-27 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-26 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-25 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-24 00:00:00",2,839.98,875.17,0.00,0.00,0.00,35.19,839.98
"2022-07-23 00:00:00",1,454.99,493.57,0.00,0.00,0.00,38.58,454.99
"2022-07-22 00:00:00",1,359.99,376.00,0.00,0.00,0.00,16.01,359.99
"2022-07-21 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-20 00:00:00",1,839.97,839.97,0.00,0.00,0.00,0.00,839.97
"2022-07-19 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-18 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-17 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-16 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-15 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-14 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-13 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2022-07-12 00:00:00",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
